headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id,abstract
The Nation: Between the Lines; Getting To Know You: America Fills Fox's Dance Card,Washington; Week in Review,[u'MEXICO'],944,"SOMETHING very curious is happening between the United States and Mexico: the countries are seriously talking about thorny issues like migration that for years had been the elephant at the party that no one wanted to discuss.    American officials,...",The New York Times,"[u'ILLEGAL ALIENS', u'UNITED STATES INTERNATIONAL RELATIONS', u'IMMIGRATION AND REFUGEES']",http://www.nytimes.com/2001/04/08/weekinreview/the-nation-between-the-lines-getting-to-know-you-america-fills-fox-s-dance-card.html,Week in Review Desk,8/4/2001,News,4fd205878eb7c8105d76def5,"Pres Bush's meeting with new Mexican Pres Vicente Fox is first serious discussion in years about thorny migration issues; photo; US officials have long criticized Mexico for turning blind eye to border control problems, while Mexico has considered migration fundamental right of its workers, as well as safety valve (M)"
WORLD BRIEFING,World,[],767,"ASIA    CHINA: 89 EXECUTED IN ONE DAY  China executed at least 89 convicted criminals on Wednesday as part of its ''strike hard'' campaign against organized crime, state newspapers reported yesterday. The one-day tally was one of the highest on...",The New York Times,[],http://www.nytimes.com/2001/04/13/world/world-briefing.html,Foreign Desk,13/4/2001,News,4fd252368eb7c8105d7f790e,
An Ugly Portrait Of Rape in Prison,Opinion,[],169,"To the Editor:    Re ''Little Sympathy or Remedy for Inmates Who Are Raped'' (front page, April 15):    The rape of male inmates by other inmates is a tragic commonplace. Rape or other sexual mistreatment of female inmates is also frequent, but in...",The New York Times,"[u'PRISONS AND PRISONERS', u'SEX CRIMES', u'WOMEN']",http://www.nytimes.com/2001/04/17/opinion/l-an-ugly-portrait-of-rape-in-prison-896446.html,Editorial Desk,17/4/2001,Letter,4fd252378eb7c8105d7f7a08,"Letter from Curt Goering, deputy exec dir, Amnesty Inte"
An Issue of Life and Death,U.S.,[],1844,"In this lesson, students will explore their own and others' reactions to the upcoming execution of Timothy McVeigh and the death penalty.",The New York Times,[],http://learning.blogs.nytimes.com/2001/04/20/an-issue-of-life-and-death/,,20/4/2001,Blog,4fd3637e8eb7c8105d8b2313,"In this lesson, students will explore their own and others' reactions to the upcoming execution of Timothy McVeigh and the death penalty."
Reconciliation in the Balkans?,Opinion,[u'SERBIA'],1266,"My first visit to Belgrade was soon after the NATO bombing. I crossed the border on foot, as there were no flights to the city. Thousands were marching in the streets, the black market flourished and, with Slobodan Milosevic firmly in charge, the...",The New York Times,"[u'INTERNATIONAL RELATIONS', u'WAR CRIMES AND CRIMINALS']",http://www.nytimes.com/2001/04/22/opinion/reconciliation-in-the-balkans.html,Editorial Desk,22/4/2001,Op-Ed,4fd2449e8eb7c8105d7def0b,"Alex Boraine Op-Ed article reports upbeat mood among Serbs since ouster of Slobodan Milosevic; says Pres Vojislav Kostunica, while resentful of NATO bombing of his country and resistant to pressure, is also astute and mindful that West's demands to hold Milosevic accountable are inextricably linked with economic support he desperately needs (M)"
Albanians From Town in Kosovo Welcome 143 Freed by Serbs,World; Washington,"[u'KOSOVO (SERBIA)', u'SERBIA', u'DJAKOVICA (SERBIA)']",660,"Thousands of Albanians from Djakovica turned out to welcome 143 men from their town who were freed today from Serbian prisons after their sentences were overturned by the Supreme Court in Belgrade.    The men, arrested almost two years ago during...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'FREEDOM AND HUMAN RIGHTS', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/04/26/world/albanians-from-town-in-kosovo-welcome-143-freed-by-serbs.html,Foreign Desk,26/4/2001,News,4fd22dde8eb7c8105d7bb7ba,"Thousands of Albanians from Djakovica turn out to welcome 143 men from their town just freed from Serbian prisons after their sentences are overturned by Supreme Court in Belgrade; men, arrested two years ago during NATO's war with Yugoslavia, are known as Djakovica group, because they were tried as group on charges of terrorism under Yugoslav government of Pres Slobodan Milosevic; Djakovica men were among 2,000 Albanians arrested by Serbian authorities during war in Kosovo and then transferred to prisons in Serbia proper when NATO-led peacekeepers entered province; human rights organizations and international administrators have repeatedly protested their imprisonment and cited it as one of main sources of continued ethnic tension in Kosovo; photos (M)"
Union Workers in Colombia Are Easy Prey for Gunmen,World,[u'COLOMBIA'],1006,"Ricardo Orozco, vice president of the hospital workers' union, had pleaded with the government to provide him with bodyguards. For weeks, he had been certain that his name was on a list of potential targets for right-wing gunmen. But the government...",The New York Times,"[u'ASSASSINATIONS AND ATTEMPTED ASSASSINATIONS', u'LABOR', u'CIVIL WAR AND GUERRILLA WARFARE', u'ORGANIZED LABOR']",http://www.nytimes.com/2001/04/29/world/union-workers-in-colombia-are-easy-prey-for-gunmen.html,Foreign Desk,29/4/2001,News,4fd258748eb7c8105d803d57,"Terror campaign of assassinations, carried out mostly by illegal paramilitary group, has debilitated labor union movement in Colombia and undermined efforts of labor leaders involved in peace talks with leftist rebels; labor leaders say at least 120 union workers were slain in 2000 and 69 in 1999; 35 have died since beginning of year; labor leaders accuse government of allowing problem to worsen by not effectively focusing on paramilitary gunmen and others who attack workers; say paramilitary groups, who have waged own war against rebel forces and anyone suspected of backing them, regard union organizers with their leftist leanings as akin to guerrillas; photos (M)"
Hunger Strikers Are Protesting Turkey's Jails; 20 Dead So Far,World,[u'TURKEY'],554,"Inside a small concrete-block house with leftist graffiti on the walls and a nice view of the Bosporus, three women and a man are starving themselves to death.    Before long, the people here expect to join the list of victims of a seven-month hunger...",The New York Times,"[u'HUNGER STRIKES', u'KURDS', u'POLITICAL PRISONERS', u'POLITICS AND GOVERNMENT', u'ECONOMIC CONDITIONS AND TRENDS', u'FREEDOM AND HUMAN RIGHTS']",http://www.nytimes.com/2001/05/02/world/hunger-strikers-are-protesting-turkey-s-jails-20-dead-so-far.html,Foreign Desk,2/5/2001,News,4fd22e598eb7c8105d7bc521,"More deaths expected in seven-month-long hunger strike protesting treatment of leftist inmates in Turkey's prisons; death toll is now 20; strikers, mostly members of radical leftist groups, also want end to state security courts where political trials are conducted, more rights for Kurds and annulment of economic agreements with IMF (S)"
"For First Time, U.S. Is Excluded From U.N. Human Rights Panel",World; Front Page; Washington,"[u'SIERRA LEONE', u'CROATIA', u'TOGO', u'SUDAN', u'UGANDA', u'SOUTH KOREA', u'CHILE', u'ARMENIA', u'PAKISTAN', u'BAHRAIN', u'MEXICO']",1505,"In a move that reflected a growing frustration with America's attitude toward international organizations and treaties, the United States was voted off the United Nations Human Rights Commission today for the first time since the panel's founding...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'FREEDOM AND HUMAN RIGHTS']",http://www.nytimes.com/2001/05/04/world/for-first-time-us-is-excluded-from-un-human-rights-panel.html,Foreign Desk,4/5/2001,News,4fd249eb8eb7c8105d7e7954,"United States is voted off United Nations Human Rights Commission for first time since panel's founding under Americanleadership in 1947; move reflects growing frustration with America's attitude toward international organizations and treaties; ouster of US while nations like Sudan and Pakistan are chosen for membership is certain to generate further hostility to United Nations among conservatives in Washington; unexpected move, coming in secret vote, is apparently supported even by some friends of US; also elected to commission are Bahrain, Korea, Pakistan, Croatia, Armenia, Chile, Mexico, Sierra Leone, Sudan, Togo and Uganda; Amnesty International USA says removal of US from commission is part of effort by rights-violating countries to escape scrutiny (M)"
Auction House Indictments Focus on the U.S. Executive,Business,[],641,"By indicting the two former chairmen of the world's most powerful auction houses on Wednesday, prosecutors are poised to build a case against A. Alfred Taubman, the former chairman of Sotheby's who is also its largest shareholder. Mr. Taubman, along...",The New York Times,"[u'FRAUDS AND SWINDLING', u'ANTITRUST ACTIONS AND LAWS', u'PRICES (FARES, FEES AND RATES)', u'SUITS AND LITIGATION', u'ART']",http://www.nytimes.com/2001/05/04/business/auction-house-indictments-focus-on-the-us-executive.html,Business/Financial Desk,4/5/2001,News,4fd249eb8eb7c8105d7e795c,"Prosecutors are poised to build case against A Alfred Taubman, former chairman of Sotheby's who is also its largest shareholder by indicting Taubman and Sir Anthony Tennant, onetime chairman of Christie's; Taubman and Tennant are charged with organizing scheme to fix fees charged to about 130,000 customers; Taubman is American citizen, and in this country, antitrust violations, which he is accused of, are criminal offense; even though prosecutors think Tennant is guilty of crime, his British citizenship will make it nearly impossible to extradite him as long as he remains in Britain because price fixing is not criminal offense there (M)"
BOLDFACE NAMES,Books; New York and Region,[],561,"A Soprano's Adventures On the Road      RENÉE FLEMING was telling if-it's-Tuesday-this-must-be-someplace stories about her cross-country trip with the pianist JEAN-YVES THIBAUDET.    ''We were jockeying for who gets the best hotel room,'' she said....",The New York Times,"[u'MUSIC', u'TELEVISION', u'BOOKS AND LITERATURE']",http://www.nytimes.com/2001/05/09/nyregion/boldface-names-233161.html,Metropolitan Desk,9/5/2001,News,4fd20d4b8eb7c8105d77d0ab,BVoldface Names column; soprano Renee Fleming discusses her concert tours with pianist Jean-Yves Thibaudet; Bette Midler says she will not write nbook about her cancelled television show Bette; actress Julie Christie discusses her recent busy schedule; scene at New York Public Library dinner for UBS Paine Webber chairman Donald B Marron described; photo (M)
Boy Accused of Killing Teacher Is Cross-Examined,Education; U.S.,[u'WEST PALM BEACH (FLA)'],877,"A 14-year-old boy charged with shooting his teacher to death stayed calm under pointed cross-examination from a prosecutor today. But when given the murder weapon on the witness stand, he admitted that he could not show how it had gone off...",The New York Times,"[u'MURDERS AND ATTEMPTED MURDERS', u'EDUCATION AND SCHOOLS']",http://www.nytimes.com/2001/05/10/us/boy-accused-of-killing-teacher-is-cross-examined.html,National Desk,10/5/2001,News,4fd209d78eb7c8105d775fba,"Nathaniel Brazill, 14-year-old boy charged with shooting his teacher to death in West Palm Beach, Fla, stays calm under pointed cross-examination from prosecutor; when given murder weapon on witness stand, he admits he cannot show how it had gone off accidentally, as he has contended; Barry Grunow, boy's English teacher, was shot between eyes by Brazill; photo (M)"
Letting Go of McVeigh,Magazine,[u'OKLAHOMA CITY (OKLA)'],4204,"'I wanted to stick my thumbs into Timothy McVeigh's windpipe and crush his larynx,'' says Patrick Reeder, sitting at a table in a McDonald's in Oklahoma City on a gray Saturday afternoon. Fifteen feet away, children are throwing French fries and...",The New York Times,"[u'CAPITAL PUNISHMENT', u'BIOGRAPHICAL INFORMATION', u'TERRORISM']",http://www.nytimes.com/2001/05/13/magazine/letting-go-of-mcveigh.html,Magazine Desk,13/5/2001,News,4fd2162d8eb7c8105d790731,"Jeff Goodell profile on Patrick Reeder, whose wife was among 168 people killed in Oklahoma City bombing, focuses on his gradual switch from favoring capital punishment to opposing execution of Timothy J McVeigh; Reeder holds execution is about revenge, not justice; bombing survivors and relatives comment on execution; photos (L)"
